,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,name,peak,hit
108,0.0972,https://api.spotify.com/v1/audio-analysis/38gZVjeaeR3gcnCzziAxBm,0.531,226307,0.746,38gZVjeaeR3gcnCzziAxBm,0.0,11,0.102,-4.228,1,0.0329,139.788,4,https://api.spotify.com/v1/tracks/38gZVjeaeR3gcnCzziAxBm,audio_features,spotify:track:38gZVjeaeR3gcnCzziAxBm,0.304,Middle Of A Memory,46,0
109,0.014,https://api.spotify.com/v1/audio-analysis/36YCdzT57us0LhDmCYtrNE,0.735,232880,0.886,36YCdzT57us0LhDmCYtrNE,0.0,9,0.0788,-5.572,0,0.216,113.002,4,https://api.spotify.com/v1/tracks/36YCdzT57us0LhDmCYtrNE,audio_features,spotify:track:36YCdzT57us0LhDmCYtrNE,0.758,Rockin',44,0
110,0.446,https://api.spotify.com/v1/audio-analysis/0NWqNXBJTpXbkI5rPWNy3p,0.64,321027,0.423,0NWqNXBJTpXbkI5rPWNy3p,0.000151,8,0.095,-10.567,0,0.0657,120.029,4,https://api.spotify.com/v1/tracks/0NWqNXBJTpXbkI5rPWNy3p,audio_features,spotify:track:0NWqNXBJTpXbkI5rPWNy3p,0.18,All I Know,46,0
111,0.0358,https://api.spotify.com/v1/audio-analysis/2ACOWPLUe4A4KuQ5ioD2od,0.596,204013,0.851,2ACOWPLUe4A4KuQ5ioD2od,3.19e-05,5,0.365,-4.245,0,0.121,202.049,4,https://api.spotify.com/v1/tracks/2ACOWPLUe4A4KuQ5ioD2od,audio_features,spotify:track:2ACOWPLUe4A4KuQ5ioD2od,0.612,That's My Girl,73,0
112,0.0288,https://api.spotify.com/v1/audio-analysis/4oeaIftdpT3JuZLcCkKmVE,0.513,220307,0.674,4oeaIftdpT3JuZLcCkKmVE,3.79e-05,8,0.188,-6.483,0,0.0776,174.019,4,https://api.spotify.com/v1/tracks/4oeaIftdpT3JuZLcCkKmVE,audio_features,spotify:track:4oeaIftdpT3JuZLcCkKmVE,0.192,False Alarm,55,0
113,0.0969,https://api.spotify.com/v1/audio-analysis/4iLqG9SeJSnt0cSPICSjxv,0.774,211475,0.626,4iLqG9SeJSnt0cSPICSjxv,3.12e-05,3,0.0848,-4.432,0,0.0432,100.041,4,https://api.spotify.com/v1/tracks/4iLqG9SeJSnt0cSPICSjxv,audio_features,spotify:track:4iLqG9SeJSnt0cSPICSjxv,0.777,Attention,67,0
114,0.0322,https://api.spotify.com/v1/audio-analysis/15k2nBQJ0teDmPZHrOXL2N,0.549,221920,0.595,15k2nBQJ0teDmPZHrOXL2N,0.0,7,0.103,-7.583,0,0.0989,149.859,4,https://api.spotify.com/v1/tracks/15k2nBQJ0teDmPZHrOXL2N,audio_features,spotify:track:15k2nBQJ0teDmPZHrOXL2N,0.387,Ordinary Life,72,0
115,0.484,https://api.spotify.com/v1/audio-analysis/3pndPhlQWjuSoXhcIIdBjv,0.71,165853,0.404,3pndPhlQWjuSoXhcIIdBjv,0.0,1,0.0953,-10.04,0,0.379,139.553,4,https://api.spotify.com/v1/tracks/3pndPhlQWjuSoXhcIIdBjv,audio_features,spotify:track:3pndPhlQWjuSoXhcIIdBjv,0.398,What They Want,83,0
116,0.355,https://api.spotify.com/v1/audio-analysis/4EDijkJdHBZZ0GwJ12iTAj,0.637,111640,0.477,4EDijkJdHBZZ0GwJ12iTAj,0.0682,5,0.0981,-12.733,0,0.117,90.018,4,https://api.spotify.com/v1/tracks/4EDijkJdHBZZ0GwJ12iTAj,audio_features,spotify:track:4EDijkJdHBZZ0GwJ12iTAj,0.468,Stargirl Interlude,61,0
117,0.0677,https://api.spotify.com/v1/audio-analysis/57qiTKh8bVX0VtfUNTQqhw,0.652,198653,0.637,57qiTKh8bVX0VtfUNTQqhw,0.0,1,0.0996,-8.094,1,0.0593,110.08,4,https://api.spotify.com/v1/tracks/57qiTKh8bVX0VtfUNTQqhw,audio_features,spotify:track:57qiTKh8bVX0VtfUNTQqhw,0.173,Nothing Without You,68,0
118,0.0466,https://api.spotify.com/v1/audio-analysis/0ifooM33X1iBxVYyOkSbXW,0.853,220173,0.65,0ifooM33X1iBxVYyOkSbXW,7.27e-06,7,0.089,-7.03,0,0.0837,113.993,4,https://api.spotify.com/v1/tracks/0ifooM33X1iBxVYyOkSbXW,audio_features,spotify:track:0ifooM33X1iBxVYyOkSbXW,0.85,A Lonely Night,69,0
119,0.0475,https://api.spotify.com/v1/audio-analysis/27BgDmciSjoxTG0almHTpZ,0.71,223293,0.805,27BgDmciSjoxTG0almHTpZ,0.0,7,0.16,-5.045,0,0.0546,116.985,4,https://api.spotify.com/v1/tracks/27BgDmciSjoxTG0almHTpZ,audio_features,spotify:track:27BgDmciSjoxTG0almHTpZ,0.72,Love To Lay,71,0
