,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,name,peak,hit
0,0.13,https://api.spotify.com/v1/audio-analysis/6fujklziTHa8uoM5OQSfIo,0.794,291893,0.646,6fujklziTHa8uoM5OQSfIo,0.0,0,0.14,-6.235,1,0.0614,145.931,4,https://api.spotify.com/v1/tracks/6fujklziTHa8uoM5OQSfIo,audio_features,spotify:track:6fujklziTHa8uoM5OQSfIo,0.322,Black Beatles,1,1
1,0.168,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,0.675,230453,0.595,7MXVkk9YMctZqd1Srtv4MB,3.36e-06,7,0.136,-7.033,1,0.284,185.998,4,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,audio_features,spotify:track:7MXVkk9YMctZqd1Srtv4MB,0.491,Starboy,1,1
2,0.414,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,0.748,244960,0.524,7BKLCZ1jbUBVqRi2FVlTVw,0.0,8,0.111,-5.599,1,0.0338,95.01,4,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,audio_features,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.661,Closer,1,1
3,0.034,https://api.spotify.com/v1/audio-analysis/6b8Be6ljOzmkOmFslEb23P,0.818,225983,0.803,6b8Be6ljOzmkOmFslEb23P,0.0,1,0.153,-4.282,1,0.0797,106.97,4,https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P,audio_features,spotify:track:6b8Be6ljOzmkOmFslEb23P,0.632,24K Magic,4,1
4,0.0373,https://api.spotify.com/v1/audio-analysis/1pKeFVVUOPjFsOABub0OaV,0.65,226160,0.728,1pKeFVVUOPjFsOABub0OaV,0.0,6,0.328,-5.914,0,0.232,159.167,4,https://api.spotify.com/v1/tracks/1pKeFVVUOPjFsOABub0OaV,audio_features,spotify:track:1pKeFVVUOPjFsOABub0OaV,0.619,Side To Side,4,1
5,0.0578,https://api.spotify.com/v1/audio-analysis/2y5aJvzXhHPA94U5GFAcXe,0.737,245653,0.452,2y5aJvzXhHPA94U5GFAcXe,1.48e-05,0,0.187,-8.366,1,0.0534,117.962,4,https://api.spotify.com/v1/tracks/2y5aJvzXhHPA94U5GFAcXe,audio_features,spotify:track:2y5aJvzXhHPA94U5GFAcXe,0.096,I Don't Wanna Live Forever (Fifty Shades Darker),2,1
6,0.0995,https://api.spotify.com/v1/audio-analysis/0H8XeaJunhvpBdBFIYi6Sh,0.613,234213,0.702,0H8XeaJunhvpBdBFIYi6Sh,0.0,7,0.116,-6.498,1,0.0458,133.932,4,https://api.spotify.com/v1/tracks/0H8XeaJunhvpBdBFIYi6Sh,audio_features,spotify:track:0H8XeaJunhvpBdBFIYi6Sh,0.372,Deja Vu,7,1
7,0.00381,https://api.spotify.com/v1/audio-analysis/1lItf5ZXJc1by9SbPeljFd,0.807,144244,0.887,1lItf5ZXJc1by9SbPeljFd,0.0,1,0.391,-3.892,1,0.275,160.517,4,https://api.spotify.com/v1/tracks/1lItf5ZXJc1by9SbPeljFd,audio_features,spotify:track:1lItf5ZXJc1by9SbPeljFd,0.78,Juju On That Beat (TZ Anthem),5,1
8,0.235,https://api.spotify.com/v1/audio-analysis/3ibKnFDaa3GhpPGlOUj7ff,0.656,256733,0.578,3ibKnFDaa3GhpPGlOUj7ff,0.0,7,0.118,-8.97,0,0.0922,94.514,4,https://api.spotify.com/v1/tracks/3ibKnFDaa3GhpPGlOUj7ff,audio_features,spotify:track:3ibKnFDaa3GhpPGlOUj7ff,0.556,Let Me Love You,4,1
9,0.341,https://api.spotify.com/v1/audio-analysis/3PGdPUMdUg7a3Tgr5gkfKK,0.776,214265,0.62,3PGdPUMdUg7a3Tgr5gkfKK,0.0,7,0.0978,-6.198,1,0.067,100.025,4,https://api.spotify.com/v1/tracks/3PGdPUMdUg7a3Tgr5gkfKK,audio_features,spotify:track:3PGdPUMdUg7a3Tgr5gkfKK,0.427,Don't Wanna Know,6,1
10,0.435,https://api.spotify.com/v1/audio-analysis/6AGON2BGdPmPMJGiiNuuwl,0.713,201667,0.419,6AGON2BGdPmPMJGiiNuuwl,2.87e-06,11,0.126,-10.668,1,0.356,91.634,4,https://api.spotify.com/v1/tracks/6AGON2BGdPmPMJGiiNuuwl,audio_features,spotify:track:6AGON2BGdPmPMJGiiNuuwl,0.253,Immortal,11,0
11,0.108,https://api.spotify.com/v1/audio-analysis/343YBumqHu19cGoGARUTsd,0.927,210937,0.488,343YBumqHu19cGoGARUTsd,0.0,9,0.196,-9.433,0,0.42,133.987,4,https://api.spotify.com/v1/tracks/343YBumqHu19cGoGARUTsd,audio_features,spotify:track:343YBumqHu19cGoGARUTsd,0.605,Fake Love,8,1
12,0.358,https://api.spotify.com/v1/audio-analysis/0utlOiJy2weVl9WTkcEWHy,0.894,216520,0.284,0utlOiJy2weVl9WTkcEWHy,0.000487,11,0.11,-13.002,0,0.33,138.944,4,https://api.spotify.com/v1/tracks/0utlOiJy2weVl9WTkcEWHy,audio_features,spotify:track:0utlOiJy2weVl9WTkcEWHy,0.413,Neighbors,13,0
13,0.21,https://api.spotify.com/v1/audio-analysis/1PSBzsahR2AKwLJgx8ehBj,0.675,239293,0.69,1PSBzsahR2AKwLJgx8ehBj,0.0,2,0.287,-4.761,1,0.132,137.817,4,https://api.spotify.com/v1/tracks/1PSBzsahR2AKwLJgx8ehBj,audio_features,spotify:track:1PSBzsahR2AKwLJgx8ehBj,0.272,Bad Things,4,1
14,0.0841,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr,0.732,195920,0.396,6i0V12jOa3mr6uu4WYhUBr,3.58e-05,4,0.105,-9.348,0,0.0286,90.024,4,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr,audio_features,spotify:track:6i0V12jOa3mr6uu4WYhUBr,0.548,Heathens,2,1
